geoid,phi
26099247602,-0.20079122608890754
26099250000,-0.7506174497119126
26099250100,0.292362751633482
26099250200,-0.865152055671694
26099250300,-0.9349128328305102
26099250400,-0.19542417002847426
26099250500,-0.8246714180064794
26099250600,-0.022680748700984542
26099250700,-1.1511988444140266
26099250800,-0.9865668613840165
26099250900,-0.7148876702392082
26099251000,-0.7203646842227743
26099251100,-1.4625272401591116
26099251200,-1.158797178424102
26099251300,-1.186951988111115
26099251400,-0.2994552790366739
26099251500,-1.3447947422753672
26099251600,-1.063853581793304
26099251700,-1.6653840951972008
26099251800,-1.0037729063333243
26099251900,-1.1399627525915663
26099252000,-1.2391739856461896
26099252100,-0.6679529536655391
26099252200,-0.9018308850827554
26099254000,-1.9969500776457672
26099254100,-1.2141324479074045
26099254200,-1.182150388713992
26099254500,-1.4374584725159907
26099255000,-1.3840144526742797
26099255100,-1.2820487886364227
26099255200,-1.3363856319922203
26099255300,-1.2352448942785208
26099255400,-1.5667027200707329
26099255500,-1.6996089585086707
26099255600,-0.2819301127311205
26099255700,-1.1703096319946094
26099255800,-1.1142338380590011
26099255900,-0.3359476917583209
26099256000,-1.8106949859510608
26099256100,-0.060507617192609234
26099256200,-0.7108664895651741
26099256300,-0.877047603825972
26099256400,-0.12998250796752278
26099256500,-0.34404402356561714
26099256600,-1.2275437906133952
26099256700,-0.25040075983396
26099256800,0.14196508626635873
26099258000,-0.8129115643675277
26099258100,-1.2697888515123303
26099258200,-0.8733001656948474
26099258300,-1.2774301818379998
26099258400,-1.0585139419644332
26099258500,-0.6862602373934633
26099258600,-1.1722837047725805
26099258700,-0.5620112952636848
26099258800,-0.6476892982767667
26099258900,-0.5830181631598068
26099260000,-0.9540494423163339
26099260100,-0.7587977646356929
26099260200,-1.2609493971048182
26099260300,-0.44956727854140016
26099260400,-1.324187843159656
26099260600,-1.5598360437216643
26099260700,-1.488796844680496
26099260800,-1.0646564399420035
26099260900,-1.3140446380938071
26099261000,-1.3568314321279151
26099261100,-1.621688953548233
26099261200,-1.4001545137260032
26099261300,-1.303431061002171
26099261400,-0.6406650495143608
26099261500,-0.651471773601838
26099261601,-0.5316255380598276
26099261700,-1.8007142184892668
26099261800,-0.9133170698166558
26099261900,-1.1629207051095756
26099262000,-1.0889805228143634
26099262100,-2.310609498521415
26099262200,-1.44961504518211
26099262300,-1.7082650618575645
26099262400,-1.7513200386771177
26099262500,-1.5191829127675383
26099262600,-1.486603329957192
26099262700,-1.1729952332694398
26099262800,-1.814453799095947
26099262900,-1.2019342932428076
26099263200,-2.3557371997181327
26099263400,-1.5860690539050522
26099263500,-1.5470986462223588
26099263600,-1.1084673087992276
26099263700,-1.117453692519752
26099263800,-0.7589558175821506
26099263900,-1.3882307850451352
26099264000,-1.330255432656243
26099264200,-0.8121896407709485
26099267600,-1.8205914591542922
26099268000,-1.4345726022642966
26099268100,-1.7910685427807882
26099268200,-1.2620131579557787
26099268300,-1.2512737632666018
26099268400,-1.6864245411661944
26099980000,-2.637019371094526
26099980100,-3.1363425335772646
26099982001,-2.3122673853025373
26099982002,-2.2704904369151935
26099982100,-5.221588194766901
26099982200,-2.2053554046188384
26099982300,-2.3711757261646356
26115830100,-0.5027227301139315
26115830200,-0.8000379996835887
26115830300,-1.1357549036017707
26115830400,-0.9218054773784197
26115830500,-0.37624781808572216
26115830600,0.2949810300807318
26115830700,-0.7921620711765448
26115830801,-0.7112248040150091
26115830802,-0.3537526620655258
26115830900,0.2794647541496252
26115831000,-0.8219450105299998
26115831100,-0.8198240566826865
26115831201,-0.092364095118784
26115831202,-0.9547382632495984
26115831300,-0.9648967225662676
26115831400,-1.0485779271269002
26115831500,-1.3163081553696694
26115831600,-1.4704309917361886
26115831700,-1.1729705870051486
26115831800,-1.7311574459368007
26115831900,-1.8592649327380166
26115832000,-0.3000673483998831
26115832100,-1.1917532482853814
26115832200,-1.4573778988607458
26115832300,-1.090853176283001
26115832400,-1.1753354254128972
26115832500,-1.0458750200718243
26115832600,0.7064026946144172
26115832700,0.6043867268915956
26115832800,-0.3698109973916903
26115832900,-0.4950801657369561
26115833000,-0.871963815339327
26115833100,-0.6971444413527694
26115833200,-0.09604662534314332
26115833300,-0.7908880667304607
26115833500,-0.9558978542999922
26115833600,-0.7020611041913272
26115833700,-0.17214559722488573
26115833800,-0.9990692427112274
26115833900,-0.6795027179248998
26125120000,-0.5160027476285373
26125120300,-0.4038184870805339
26125121000,-0.80690816672207
26125121400,-1.0706664154736985
26125121500,-1.2278676910964539
26125121700,-0.686689938723003
26125121800,-0.27165769610746426
26125122200,-0.4194547567893251
26125122400,-0.1139917615647731
26125122700,-0.6241150212569709
26125122900,-0.8774689249153483
26125123000,-0.3517460116972348
26125123100,-0.37695857315912995
26125124000,-0.5835710549789069
26125124500,-0.5692338869097653
26125125000,-0.22550781042559567
26125125600,-0.11687816973308313
26125126200,-0.5184066241149186
26125126300,-0.9885571743234497
26125126400,-0.8330364048043577
26125126500,-0.35098202148329755
26125127000,-0.5262788598632334
26125127100,-0.9672203916705547
26125127200,-1.3672075745557055
26125127300,-1.0293855194439345
26125127400,0.021699343058191087
26125127500,-1.4178486808765445
26125127600,-0.9280455976119218
26125127700,-1.0389086435584434
26125128000,-0.45539406258153814
26125128100,-0.9848082716869972
26125128200,0.1123422069083663
26125128300,-0.9379803734616798
26125128400,-1.635228009437715
26125128500,-1.0589976656143696
26125128600,-0.8009069440038182
26125128700,-0.7239104678567074
26125128800,-1.2329618848639035
26125128900,-1.3756825054846487
26125129000,-1.4747662455633126
26125130000,-0.9843266895188301
26125130100,-1.1286951111028198
26125130200,-0.45503767513889914
26125130300,-0.7081189402061813
26125130400,-0.8334491088085827
26125130500,-1.3179415056970858
26125130600,-0.2892146958331435
26125130700,-1.0656362446089125
26125131100,-0.9107438416394013
26125131300,-1.4557881553537175
26125131400,-0.5787150596459373
26125131500,-0.4965604692898879
26125131600,0.1608942996012748
26125131800,-1.2305781838771208
26125132100,-1.4257853805414806
26125132500,-1.3254527096984783
26125132600,-1.6356836552625151
26125132700,-1.5351981373377301
26125133001,-1.5860508099294264
26125133002,-0.8126456016984515
26125133003,-1.1750052864811724
26125133101,-1.3434130702942955
26125133102,-1.9400533039148475
26125134000,-1.2349393660479981
26125134300,-1.2281533859440403
26125134400,-1.53163071982932
26125134500,-1.623840686335276
26125134600,-0.6174821579177014
26125134700,-1.426976848353683
26125134800,-1.6956454714631175
26125134900,-1.6479049362815184
26125135000,0.24936266871982615
26125135100,-1.4466074946160237
26125135200,-1.5144826387697108
26125135300,-0.4190541847814214
26125136000,-1.8761381028138588
26125136101,-1.7736541170017956
26125136102,-1.5812044052704253
26125136300,-1.8465566977143468
26125136500,-0.9351834082672591
26125136601,-1.8412897011052014
26125136602,-1.8504485792565533
26125136700,-1.7350762851888062
26125136800,-1.7933708303243463
26125137101,-2.005410451229224
26125137102,-1.640613454543297
26125137400,-1.1446709893910147
26125137700,-1.488180505946494
26125137800,-1.3928633984953134
26125138100,-1.432885238934563
26125138301,-0.7619094753252696
26125138302,-1.1689471737721346
26125138600,-1.7913573403761838
26125139201,-0.9331516642057609
26125139202,-1.6323511687197294
26125139400,-1.6391793523878908
26125140101,-2.0287979602234034
26125140301,-0.28497933125543035
26125140303,-1.5987809788447087
26125140500,-1.8309104728450316
26125140600,-1.6737764620448716
26125140700,-1.2242468955537613
26125140800,-1.5113449077443433
26125140900,-1.1418610558851812
26125141001,-1.4807378357460401
26125141002,-0.7353940724111275
26125141100,-0.34638447051898397
26125141200,-0.06476698721022618
26125141300,-0.6477031138721611
26125141400,-1.414004992475744
26125141500,-1.304071692165445
26125141600,-1.1782866858189003
26125141700,-1.579992221656939
26125142000,0.15375063654997623
26125142100,-1.474223761955006
26125142200,-2.237485205889363
26125142300,-2.0175782264361213
26125142400,-1.181305724415021
26125142500,-1.8245182329986651
26125142600,-1.3901595176434722
26125142700,-1.7412680895073847
26125143500,-0.6660701134112416
26125144100,-1.1987676364303015
26125144200,-0.5058636941891641
26125144301,-0.35142455109605447
26125144400,-1.288341647508716
26125144500,-1.4384963216984372
26125144600,-1.047128654704752
26125144701,-1.6248132222288774
26125144800,-1.118348964989615
26125144900,-1.038696330336688
26125145100,-0.01085277526760265
26125145200,-0.09288787994031672
26125145300,-0.7465197868931966
26125145400,-1.1867577613066174
26125145501,-0.995637478359267
26125145502,-0.87495738506718
26125145600,-1.0873750734699956
26125145700,-1.0526554662421939
26125145900,-1.489949614968438
26125150000,-1.1223431622833238
26125150100,-1.9349779625870192
26125150200,-1.8967419846032916
26125150300,-1.6776568806430032
26125150400,-0.6354479549947216
26125150500,-1.9663785777477925
26125150600,-1.8556290520717067
26125150700,-1.0352749783965234
26125150800,-1.9918211677273197
26125150900,-1.9514934970637254
26125151000,-1.5243146339821796
26125152000,-1.9943047117353
26125152600,-1.993066187797751
26125152700,-1.6294332030000738
26125152900,-1.9391498907214606
26125153000,-1.1989355975077738
26125153100,-2.0211054993049986
26125153200,-2.249119684565154
26125153300,-1.715478293907922
26125154000,-1.4486021123644794
26125154100,-0.520418337591601
26125154200,-1.3024511776794778
26125154500,-1.4141787870730682
26125154600,-0.2844167558528523
26125156000,-0.8845115844766233
26125156100,-1.4810585673663645
26125156200,-0.8662471747433595
26125156300,-1.0487006415111804
26125156400,-0.8309661622222864
26125156500,-1.4395392240880778
26125156900,-1.8493240568836598
26125157000,-1.1824463228651017
26125157100,-1.6020932407088766
26125157200,-1.4116316936901356
26125157300,-0.6567009741111677
26125157400,-1.7561529111275245
26125157500,-1.8868122622587709
26125157600,-0.9815503323024349
26125157700,-1.4983701271289729
26125157800,-1.8748442341505889
26125157900,-1.7044482987409528
26125158000,-1.8008123879833793
26125158100,-1.8017455782640117
26125158200,-1.0869617173161055
26125159000,-1.8566206721056773
26125160000,-1.8717217161801825
26125160300,-1.8486311156491122
26125160400,-2.013584139111941
26125160500,-1.832487952676362
26125160600,-1.6511111022529548
26125160700,-0.9828769746273449
26125160800,-1.827352029587182
26125160900,-1.8185079480991833
26125161000,-2.308016942198811
26125161100,-1.8600754344979686
26125161200,-1.5395134417626914
26125161300,-1.3620489801010818
26125161400,-1.728712345712152
26125161500,-2.1060473692288073
26125161600,-1.9428808358253309
26125161700,-1.6831617384437438
26125161800,-1.7962546920654978
26125161900,-1.9934387579694275
26125162000,-1.8694979780736352
26125162100,-1.7459264212279113
26125162200,-2.138789191216893
26125162300,-1.7328325073758686
26125162400,-1.1777923923851767
26125162500,-1.8151600798778034
26125165000,-1.9748417344721643
26125165100,-1.775434125913751
26125165200,-1.2438802230130368
26125166000,-1.9669193988234148
26125166100,-1.8046506619330396
26125166200,-1.2218470618746382
26125166400,-0.745683846736499
26125166500,-1.7117929107801937
26125166600,-1.8725367569724225
26125166700,-2.057515661502248
26125166800,-1.2496986532834744
26125166900,-1.251917286027396
26125167000,-1.8073211876107975
26125167300,-1.7831777801356017
26125167400,-1.6635476382841399
26125167500,-1.4760009280518236
26125167800,-0.97310476661781
26125167900,-1.0440757796115827
26125168100,-1.2828640033468581
26125168400,-1.9157212261757908
26125168500,-0.7878550108108937
26125168601,-0.6772494272457851
26125168602,-1.4752759779739162
26125168700,-1.9521340232362443
26125168800,-2.0258705573095552
26125168901,-0.9609197488010047
26125168902,-1.4382347819902803
26125170000,-1.6707976247392409
26125170100,-1.1093496654527895
26125170200,-1.4827592377642032
26125170300,-1.445491706962455
26125170400,-1.6744305017983543
26125171000,-1.6889974855022096
26125171100,-0.7888136797235975
26125171200,-0.7138451051043329
26125171300,-1.2026513045306806
26125171400,-1.507071049265201
26125171500,-1.5962155044770967
26125171600,-1.8864589939149212
26125172400,-1.450136777965185
26125172500,-1.7398442115059627
26125173000,-1.7056167444535717
26125173100,-1.9419246504272558
26125173200,-1.3714697040208081
26125173300,-0.6164336289661941
26125173400,-1.6013811863072271
26125173500,-1.3454246403108703
26125173600,-1.8189876805374257
26125175000,-1.3789285082699374
26125175100,-1.3590021827462377
26125175200,-1.4401408298748215
26125175300,-0.8973516846166639
26125180000,-1.6856695235875863
26125180100,-1.7296946736611993
26125180200,-1.4932785927869399
26125180300,-1.370986801538916
26125181001,-1.819178198073828
26125181100,-1.7890560012763685
26125181200,-1.6553731683384845
26125181300,-1.710329545875092
26125181400,-1.360649244119575
26125181500,-1.4327277968228862
26125181600,-1.683398943265308
26125183000,-1.7755477678665468
26125183100,-1.4037739378923473
26125183200,-0.6416905130624324
26125183300,-1.7574477425354005
26125183400,-1.6527992591776794
26125183500,-1.891789486828523
26125183600,-1.396648158055874
26125183700,-0.8849128326499167
26125183800,-1.556023642612888
26125183900,-1.2940757590733463
26125184000,-1.461466145645006
26125184100,-1.206175518694445
26125184200,-1.3231213738593965
26125184300,-0.7115072004548665
26125184400,-2.0054974655866
26125184500,-1.9907676045721945
26125184600,-1.6595770428951557
26125184700,-0.45865186060129265
26125187000,-0.9014827353498963
26125188001,-1.4110349384441512
26125188100,-1.1374156385481533
26125190200,-0.811416857493411
26125190400,-0.6664858880496977
26125190500,-0.9967872254198911
26125190700,-0.8022398185861628
26125190800,-0.7515197392871287
26125191000,-2.1176272066199036
26125191100,-1.7285252234773354
26125191200,-1.7418500390621803
26125191300,-0.17302961574641104
26125192000,-1.3884185280956
26125192200,-0.9017134647196623
26125192400,-1.488142747560638
26125192500,-0.6425105491365832
26125192700,-0.9575690091965954
26125193000,-0.5200610553095348
26125193100,-1.7247493099596192
26125193300,-1.3723514238875447
26125193400,-1.5335807836859534
26125193500,-0.587914067307387
26125193600,-0.7838146817356801
26125193700,-1.4616325506266128
26125194000,-1.6086310004103743
26125194100,-1.5093729826279605
26125194200,-2.0164997365281696
26125194300,-1.7591832009464867
26125194400,-1.213724691299208
26125194500,-2.1786177820384216
26125194600,-1.722580936144383
26125196000,-1.77582914973029
26125196100,-1.3279390019139512
26125196200,-1.6199400778056705
26125196300,-1.8971004279058052
26125196400,-1.35462232288409
26125196500,-1.808436001287088
26125196600,-0.5170750469267686
26125196700,-1.967255938029015
26125196800,-1.9065615861865637
26125196900,-1.9091842260756957
26125197000,-1.897527411525853
26125197100,-1.5042626600739444
26125197200,-1.7662679861364778
26125197300,-1.1344613036411
26125197400,-1.9378714755653093
26125197500,-1.843100904117911
26125197600,-1.99644300164852
26125197701,-1.9535451831544348
26125197702,-2.0415725745251314
26125197900,-0.8517595737644507
26125198000,-1.065806498833164
26125198100,-2.026761338522473
26125981000,0.0
26125981100,-4.2178506528660025
26125981200,-2.5560101189887208
26125981300,-2.90821403804759
26125981400,-2.648931458461736
26125981500,-2.1355527097722105
26125981600,-3.4085355010108573
26147620000,-0.7526575517953679
26147621000,-0.129801809052752
26147622000,-0.6347891004355202
26147623000,-0.5673318043925644
26147624000,-0.9022670369002049
26147625001,-1.2928478016730454
26147626001,-0.7617918960847327
26147627000,-0.6328424417282008
26147628000,-0.3364119055042433
26147629000,-0.5895661803558894
26147630100,-0.8652543358003036
26147630400,-0.21071769134449303
26147631100,-0.4143491772724268
26147631600,-0.34168625022562565
26147632000,0.33623701779178405
26147633100,1.87126485085635
26147633200,0.4883599989123551
26147634100,0.15741609750634675
26147634600,-0.3537445716795494
26147635000,-0.39824529655858726
26147636000,-0.6506135728880099
26147637100,-0.597222317605055
26147637200,-0.6288769311346287
26147637300,-0.9274126387049744
26147640100,-0.47760029833233564
26147640200,-0.6294245817884981
26147640600,-0.48266585487786046
26147641000,-0.7392120670945065
26147642000,-0.8357502558480912
26147643000,-0.6228555064843729
26147644000,-0.6485190405359678
26147645000,-0.10856869093948182
26147646000,-0.29878939580884384
26147647000,-0.21364530090111397
26147648000,0.15064753159214328
26147649000,-0.6356068373186466
26147650100,-0.8562441444791413
26147650200,-0.7724544657021046
26147651100,-0.50794269603987
26147651200,-1.1413129114208787
26147651600,-0.21597947383316596
26147652100,0.7466039128401909
26147652600,0.48632097928141965
26147655100,-0.09319970355778168
26147655600,0.62853865686916
26147657100,-0.03313415781515759
26147657200,-0.006184657998041162
26147658100,0.2991301808663582
26147658500,0.03385318697695289
26147989000,-3.2934791121687597
26161400100,-2.4630220928906437
26161400300,-2.4941437949859453
26161400400,-1.7920923951857823
26161400500,-1.8705421297736555
26161400600,-1.3434367128648605
26161400700,-1.958798077652643
26161400800,-1.0073703860310765
26161402100,-1.125563219067803
26161402201,-2.6719683809236816
26161402300,-2.1368728601332347
26161402500,-1.3340170405847622
26161402601,-2.0722631509400196
26161402700,-1.838157185418102
26161403100,-2.5250494063931685
26161403200,-1.594596191958415
26161403300,-1.3260972580649728
26161403400,-0.32898052092408364
26161403500,-1.895792550114025
26161403600,-2.3509437263758577
26161403800,0.3178904018744718
26161404100,-0.7370012754768167
26161404200,-1.1621854902888058
26161404300,-0.8172739225626626
26161404400,-0.7398542701059602
26161404500,-1.6122681809362676
26161404600,-1.8134754218749043
26161405100,-1.1457764233601366
26161405200,-1.0299678862594468
26161405300,-1.6016790286019014
26161405400,-1.7197191809281829
26161405500,-1.1347682363091636
26161405600,-1.6106780413256263
26161406000,-2.0999917696925023
26161407000,-1.5966561799710415
26161407400,-0.09426395677842558
26161407600,-0.44412795810172073
26161410100,-1.1930078633830452
26161410200,-1.8226728393972957
26161410300,-1.2581899169959738
26161410400,-1.1692804418164826
26161410500,-0.6918432193984737
26161410600,-0.6284432230881619
26161410700,-1.5465888948019406
26161410800,-1.3228866178327903
26161410900,-0.6599402938096532
26161411000,-0.6672553242749497
26161411200,-0.18662768178522354
26161411700,-0.23071902932026706
26161411900,-0.9000106846864875
26161412000,-0.9346754420807151
26161412100,-0.42558638276789557
26161412300,0.1301998988250232
26161412600,0.43648647367678967
26161412700,-0.7938495306513066
26161413000,-0.3930213002282797
26161413200,-0.8360717317701551
26161413401,-0.17770021067487096
26161413402,-0.2572151884362043
26161413403,-1.5469274888398532
26161414000,-0.7802544648477191
26161414200,-1.5633191393947505
26161414300,-1.2138477915613408
26161414500,-0.6224699855739407
26161414700,-1.9143533984054708
26161414900,-1.4308030188418048
26161415200,-0.04348123241810168
26161415400,-1.9303657457480166
26161415600,-1.8502923903196986
26161415800,-1.0599885687820654
26161416000,-0.8012236314203147
26161416200,-0.8404551607872053
26161420000,-0.9563147039725001
26161420200,0.03296971930207062
26161421100,-0.7802685852005925
26161422201,-0.8156844817314043
26161422202,-1.2733868684749563
26161423400,-1.5470382063269643
26161423600,-1.1793075619019777
26161425000,-1.176273322188873
26161426001,-0.3313665761444278
26161426002,-0.1294073616438031
26161431000,-1.2004097481174796
26161432000,-0.438822584117078
26161444000,-1.0444078946322866
26161445000,0.04576822376294173
26161446200,-1.791186882355408
26161446400,-1.60717282348478
26161447000,-0.7171277074103569
26161448000,-0.8825899258424207
26161453000,-1.0218530061816578
26161454001,-1.7943669587882427
26161454002,-1.6474536422780948
26161455000,-1.5118926864380557
26161456000,-1.8355950002171564
26161461000,-0.8352549801627729
26161464000,-1.2003653245904087
26161465001,-0.4241562233544438
26161465002,-0.999258691438349
26161466000,-1.0861053503269467
26161980101,-2.498946120605812
26161980102,-2.876348472626872
26161980200,-3.4090463355668605
26161980300,-2.720502476788474
26161980400,2.3557270931212204
26161980500,-1.4957888242984185
26161980600,0.04657105079165888
26161984000,-2.8906511261308
26163500100,-0.4617533052846278
26163500200,-1.5109486193144182
26163500300,-0.34972550827483306
26163500400,0.03135245990795809
26163500500,0.7159014783734712
26163500600,-0.285390336499072
26163500700,-0.42725655866572965
26163500800,0.32266900439676405
26163500900,-0.22319433014626788
26163501000,0.014474594527212038
26163501100,-0.3117653252754896
26163501200,0.26031171861048136
26163501300,-0.09171980898583161
26163501400,-0.5623700675476928
26163501500,-0.42467800818030477
26163501600,-2.1319912429822883
26163501700,-1.6114152703080908
26163501800,-0.19554027809110686
26163501900,-0.04376420058726657
26163502000,0.1876256424176636
26163502600,-0.18625557823279307
26163502700,-1.0717790476481446
26163503100,-0.2671410296424005
26163503200,-0.8264232356238312
26163503300,-0.08144079874606505
26163503400,-0.5713511950788869
26163503500,-0.4354792461818499
26163503600,-0.14159761561888803
26163503900,-0.11716694053476397
26163504000,0.4733437678458982
26163504100,-0.32943451638203447
26163504200,-0.027774560379129027
26163504300,-0.06986496158861279
26163504400,0.05204580581005827
26163505100,-1.5288636054872045
26163505200,-0.47653471477744824
26163505400,0.2644205855176128
26163505600,-0.8008632029334056
26163505700,-1.7636819760639644
26163505800,-1.9138020509934028
26163506100,-0.883958599805117
26163506200,-1.6917742232152608
26163506300,-2.0130223269613343
26163506400,-2.4909418987630603
26163506500,-0.19667402840344536
26163506600,-0.8344940879443734
26163506700,-0.5610293667008537
26163506800,-0.6102550640944912
26163506900,-0.24123179522925028
26163507000,-0.4571812263531031
26163507100,-0.366962505507438
26163507200,0.8880958554651202
26163507300,-0.18183820560483696
26163507400,-0.5209931744364105
26163507500,-0.588133634298643
26163508000,-1.545185639631581
26163508100,-1.9689644634612207
26163509000,-1.8602547090314472
26163509100,-0.4198602523666931
26163510600,0.014445675610779854
26163511200,-1.7255477000753925
26163511300,-0.013907384140490114
26163511400,-1.9048038603188566
26163511900,-2.351180545989682
26163512800,-1.0351235193433588
26163513200,-0.31009035117292805
26163513300,-0.031211473064818245
26163513700,-1.3052306764672439
26163513800,-0.770654493783766
26163513900,0.5606134939789194
26163514100,-0.12287588015207461
26163514200,0.04673757290873459
26163514300,-1.907135988708428
26163514500,1.0901975635490595
26163515200,-2.3750108991643746
26163515300,-2.109368069450453
26163515400,-1.4025536125740803
26163515700,-0.9704663700403117
26163516000,-0.17541207937290496
26163516400,-1.6189440772177606
26163516500,-2.0984234388343377
26163516600,-1.0762256920932336
26163516700,-0.21518939579969032
26163516800,-1.2736287760768383
26163516900,-0.7835795583292989
26163517000,-1.3819224985220477
26163517100,-0.5604727876403945
26163517200,-2.1550524205619417
26163517300,-2.151099984144993
26163517500,-2.0323343242053555
26163518000,-2.562066140669722
26163518900,-2.200900807119841
26163519000,-0.9425049924689609
26163519100,-1.2922029393069039
26163519200,-1.4774623357155001
26163519300,-1.7389846610057769
26163520200,-2.339133002623524
