geoid,pi
26163574301,-0.04527009399543487
26163577500,-0.03357402331266123
26163577800,-0.1974070076023152
26163578600,0.018771792201264098
26163579900,-0.2735433354540438
26163580700,-0.18538791712556799
26163581600,-0.09927658652502533
26163584600,-0.2160640307996909
26163591502,-0.24876208249441806
26163591800,-0.11058788793632726
26163591900,-0.014056758601766656
26163593301,-0.12963543269914374
26163597000,-0.13542447944414324
26163599100,-0.0015645117828744287
26161980200,-0.26753205832260485
26163986501,-0.5968612737142868
26125126300,-0.23822902091678946
26125141500,-0.3056271366724525
26125196800,-0.40191899373800616
26125197701,-0.38903092072313067
26093720100,0.06768169293092025
26093721100,0.15118856904000283
26099268000,-0.20015419339451698
26115833000,-0.0016670136421267088
26115833100,0.16515208706556847
26115833200,0.19557330980345516
26115833300,0.044054226936586435
26115833500,-0.06866550886176405
26115833600,0.08659663658671
26115833800,0.04229076624836364
26115833900,0.20893947322881415
26125122200,0.02151959360883921
26125127100,-0.14778081244878596
26125127500,-0.17732596693612976
26125150000,-0.17247935584290364
26125190200,-0.1554500224539734
26125190700,-0.08686533298796344
26125197000,-0.2427835403932544
26099225702,-0.050855987613887516
26099260800,-0.22020677209823508
26125183200,-0.07997076506625816
26125183600,-0.15975752329927004
26099242002,-0.18315873923037185
26099230400,-0.18672506555135102
26099242003,-0.08723935908708472
26125175100,-0.10390333136751558
26125184500,-0.3293793681067534
26099232000,-0.1776665087747332
26163524700,-0.18988419051160702
26163580300,-0.2086419281476451
26125126500,0.07719433442255466
26163579600,-0.2612685083460448
26099243502,-0.10941287146138268
26099262800,-0.35434312282711466
26099226102,-0.10687032327106953
26099240602,-0.2321707436016038
26163543100,0.11295520559737574
26099245200,-0.2246144871751324
26099215201,-0.13879633656841134
26163557500,-0.16919189693613673
26163550800,-0.05891121428906181
26125140700,-0.16681564099397947
26099256600,-0.19488503315619282
26099258400,-0.033894329097371605
26163536900,-0.1641415947143819
26163538500,-0.010004467297293415
26163541000,-0.22953426644186153
26125156000,-0.2255945683595182
26125134900,0.1308197866069157
26163513300,0.09752297575439149
26147651200,0.11564042481640821
26147649000,-0.07617877031897079
26163564504,-0.015017218255304903
26125125600,0.056895886767449326
26099231000,-0.0190894690396578
26099232200,-0.20701647750977034
26099242001,-0.28846676361015966
26099233000,-0.06419112752865924
26099232100,-0.07596295445499875
26099230300,-0.17282343230641492
26163547100,-0.18506647457480907
26163535300,-0.1664789557081367
26163504200,-0.05755738658648718
26163530900,-0.14664149372538188
26099247202,-0.12433453967929996
26163544100,-0.097397897081254
26163551200,-0.02085658142383655
26125166600,-0.32604084747793405
26099223801,0.07227624131290485
26125157000,-0.026902627518816072
26099255400,-0.17831344625070342
26163507400,-0.03762745287381552
26163509100,0.14945399965232725
26099258100,-0.2214690324551608
26163517500,-0.30479917876691814
26099215000,-0.095641081511597
26099215500,-0.11762049931320033
26163552801,0.2236147306467684
26099223401,-0.04066372317546749
26099264200,0.012281946457064815
26125122900,0.00011610037975238814
26163580100,-0.2984520698962271
26099241000,-0.0730641789242464
26099241900,-0.1554192437485508
26099245100,-0.19627826545601557
26099224002,-0.10638206806521922
26125165200,0.016333874626575245
26099223402,-0.13244565665071778
26125168100,-0.2319232749203345
26163985200,-0.34701948988105796
26099221800,0.0015295261778015988
26099212000,-0.21384781768442182
26125137102,-0.11798877820970748
26163561200,0.1285296829374458
26163561301,-0.15335854933627438
26163564100,-0.1018222060642955
26163983800,-0.35731612940943597
26147625001,0.06143456199851287
26147635000,0.07439671249361707
26163575600,-0.3141068789817081
26099211000,-0.18904979595886556
26099210000,0.02113407660098193
26147650100,-0.20586503903100972
26163985700,-0.43510179153116846
26099268200,-0.19651393795357958
26125136102,-0.31780205901724
26163550400,-0.39428299731718625
26161407400,-0.0026860126928120757
26163564503,-0.1725098724601298
26163564401,-0.06062962759287182
26147642000,-0.11421923653791695
26125184700,-0.059710761329918476
26125170300,-0.2166697624730801
26125175300,-0.09401123944840376
26099241500,-0.20065598333239654
26125184600,-0.26173149912697685
26125140600,-0.3665805356442343
26099980000,-0.2360896181699806
26125181500,-0.2579852705903358
26163505400,-0.10326679981466104
26163535600,-0.1448824943551592
26163557000,-0.0698032199165342
26099226101,-0.2780270117119783
26099245300,-0.31669003088271935
26099258800,-0.04908709173918236
26163506500,0.11091567434711928
26099255900,-0.10348780034969647
26163506200,-0.2279851824949792
26099255100,-0.14917700947721524
26099243000,-0.1884079683285782
26163503200,-0.09879105618196737
26099255600,-0.06837371144218321
26099258600,-0.1760717507795926
26099240000,-0.30516536836603425
26099247201,-0.12611391048992424
26099225402,-0.07741292427944614
26099261100,-0.2403669229317752
26163539200,-0.18226942223291204
26099240300,-0.036407009475296626
26125140101,-0.37638501660077545
26125172500,-0.2409900060931573
26125172400,-0.21867178833877332
26099261000,-0.19246632666127791
26125183400,-0.4058701061872863
26125158100,-0.26340913489753026
26125183300,-0.29254125312542706
26125173600,-0.2827159421834103
26099231600,-0.10047910701624893
26125197300,-0.2782498540371166
26099232400,-0.2197499158741372
26125173100,-0.3468741231421957
26125171500,-0.2808945282969911
26099982001,-0.27464283906759657
26099262500,-0.22540998274064558
26099230000,-0.35716451782125774
26099228000,-0.2619584263080044
26163505200,-0.03688235843430082
26163524500,-0.3997550910058197
26147643000,0.0507009066187581
26125181600,-0.2865748571217726
26125197702,-0.3675003507186115
26125152900,-0.3057708357772711
26125181200,-0.28469192188283765
26099232500,-0.10089071600682271
26163505100,-0.3151592652639318
26125192200,-0.1953621844753724
26099241400,-0.21851870879602747
26163532100,-0.1665390170631413
26099258700,-0.09501269203475778
26163530100,-0.15303680096561326
26163530400,-0.14852376851755378
26163506700,-0.2193271880171477
26099261200,-0.12373766084724179
26125166000,-0.33643187984421374
26125150100,-0.3513706838440314
26163525400,-0.07452672321179246
26163504000,-0.0035834515141824996
26163516600,-0.12479926738274813
26163526000,-0.3060880889268748
26163518900,-0.3161327852921001
26099256000,-0.31264847495563414
26099240500,-0.05615334297977144
26099225900,-0.134053260787631
26099256800,-0.08724665561010972
26163983903,-0.35088408525686043
26125193100,-0.29350171598448827
26099261400,-0.09414325100098486
26125138100,-0.16914082868583363
26163983902,-0.29333589985566816
26099230501,-0.25222267167448137
26099263200,-0.8225579657182797
26099241200,-0.18075951762279366
26125161500,-0.33936183265602804
26125162100,-0.33580671517661465
26125173200,-0.263691104904292
26125197100,-0.2629531578051117
26125191100,-0.16703729001846226
26125140303,-0.3727223599026863
26163515300,-0.3510808553732991
26099230502,-0.24650601668847716
26125194400,-0.22781486803357773
26163506600,-0.10056728062428583
26163509000,-0.3039869785764434
26163537300,-0.2101177407313797
26125161300,-0.1313006142180819
26125180300,-0.2941757221451953
26163541100,0.02521403484034233
26125171400,-0.08764809421164191
26125181001,-0.29262505625198054
26125184200,-0.14243452538792345
26125161700,-0.328319989907989
26125170200,-0.17123871536961235
26099206700,-0.26119554488953295
26099251100,-0.25342712815900603
26125127200,-0.3358968954928995
26099243501,-0.13675630086436047
26147630100,-0.23891353029021492
26125196900,-0.30348057795867245
26125154000,-0.07936193076688017
26099261800,-0.1413440235364795
26163983302,-0.3374104247550394
26163985100,-0.5698996541403135
26125168800,-0.30834969433973725
26163555600,-0.1462843621047018
26099226400,-0.23171905348879457
26161415400,-0.277037805106636
26163534100,-0.21122713702351453
26163546301,-0.1821735108983634
26163531600,0.10359212110113244
26163536500,-0.17761753286976986
26099262100,-0.3468264603671899
26163517100,-0.22893934110687944
26163522500,-0.3184165492834934
26163983700,-0.44478329221662827
26163570500,-0.198718903447486
26163581101,-0.045812935126321216
26099263600,-0.1019525887413509
26099254000,-0.3092117318017692
26163562700,-0.2263440131301729
26125171300,-0.18023108518037823
26163539400,-0.0016569407396999942
26163527900,-0.14990893964398025
26163505700,-0.3951802592579256
26163557600,-0.3737434901998866
26125193300,-0.266127561573534
26163533300,-0.09283784670016167
26099231800,-0.2838864166585798
26163983301,-0.5024029418866598
26125157100,-0.18418540062166153
26163547200,-0.21222011221475529
26163531502,-0.21386865492884713
26163554600,-0.09933042363927744
26125183000,-0.3385269704550727
26163538100,-0.17000823299164927
26163508100,-0.20012957773100307
26125183100,-0.1657084548228451
26163539500,-0.34810237622057794
26163553000,-0.3061589477435252
26163522400,-0.3738586385030083
26099982200,-0.31800430405071833
26163565600,-0.09299965433164756
26163981800,-0.44467422449965616
26163521100,-0.39663405247585765
26163541800,-0.06895637118177025
26125180000,-0.002526333798246192
26163503400,-0.028274123165915807
26163983400,-0.39349412540892514
26125194500,-0.23087207263585133
26163568700,-0.23999373934935525
26163575401,-0.20772481266566079
26099982002,-0.30928060546118574
26099262400,-0.28670063516898187
26163515700,-0.15309613549124346
26163538700,-0.3249873318796609
26163541700,-0.0293472368908605
26163543700,-0.09865666156099002
26163511200,-0.3483688003023054
26163533600,-0.030989551574316734
26163553800,-0.004473700800677323
26163542600,-0.001923661242357775
26163531700,-0.08528964290251936
26163535000,0.022968098105828904
26163506400,-0.2628966283541517
26163536300,-0.14298024106196694
26125170000,-0.2924984215145252
26163544000,-0.04154954371056635
26163536600,-0.23244268354545544
26163511400,-0.1291607080831974
26163541200,-0.18824278157848945
26163530300,-0.2275019359857556
26163532400,0.27719590468103783
26099223901,-0.1432792602910882
26099225300,-0.13710777324398307
26099242100,-0.1297550044259748
26099255500,-0.15702823539543312
26163982500,-0.2162938962875679
26163500300,-0.09172966134542224
26163579700,0.07418816932044368
26163500200,-0.1536834835196351
26125160700,-0.0341788056792644
26163522000,-0.2636074518133096
26125197600,-0.26928532596777094
26125194600,-0.27085614884887094
