u,v,strength,dist_km
26163567100,26163567300,2.255357805938181,
26125197600,26163562800,2.254241376177861,
26125173500,26163985200,2.25116403200398,
26099225800,26163586201,2.2464642768348027,
26163533900,26163572900,2.244386914349437,
26163578000,26163584100,2.244074443110302,
26093725101,26093744800,2.243511741337907,
26163566500,26163586201,2.243059700489497,
26125131100,26125135100,2.2429931059943025,
26125170000,26125171000,2.241919419543878,
26099215202,26125136602,2.2383257223183533,
26161410600,26163500100,2.2380893810238955,
26099231500,26163533900,2.237817069738798,
26099230800,26099245400,2.233658438668895,
26161411900,26163566700,2.233174621356053,
26163573501,26163590401,2.231061989615412,
26125142300,26125152700,2.2290274254308886,
26161413200,26163591502,2.2277423794952247,
26125168700,26163582100,2.2277159571168226,
26125127200,26125142700,2.22424154714173,
26125197400,26147621000,2.222835459476425,
26099263200,26163507000,2.219561913448927,
26099226700,26163552000,2.217850336127136,
26163545500,26163545600,2.2170660080752005,
26125138100,26125162000,2.212691686854808,
26125144100,26125194600,2.2068025957745303,
26099263200,26099267600,2.206605427629352,
26125142700,26125152900,2.206116264434965,
26099226400,26125145400,2.204597720294732,
26099258200,26099263200,2.20287694295315,
26125196700,26125197900,2.202443538898072,
26125142300,26125152600,2.199796953186981,
26099224102,26099262800,2.1997522673470264,
26125144701,26125150100,2.1987859559563887,
26125173000,26125175000,2.1985561836576117,
26163520700,26163552801,2.197115445173885,
26125161100,26163565301,2.193683099018552,
26163520700,26163526100,2.188642779298725,
26115830200,26125161100,2.184430654221712,
26125137102,26163558400,2.18379807885165,
26115830300,26163563900,2.182007384179675,
26125168400,26161403600,2.181219069954021,
26125135000,26125159000,2.181060427432905,
26125981200,26163503300,2.1804406609300915,
26125120300,26125152600,2.1802429541904877,
26115831600,26163587000,2.178842993515272,
26125167300,26125168400,2.176691576794185,
26125156900,26125183600,2.175187886484073,
26125197600,26125198100,2.174968389064488,
26125133003,26163556100,2.1704236571443123,
26161413200,26163563300,2.169630127772024,
26125162000,26163501600,2.1688484125991243,
26163552100,26163579900,2.167569030428904,
26125156900,26125165200,2.166514017838217,
26099223802,26125160500,2.164816905084874,
26099982300,26163524101,2.162557915233913,
26125166100,26147620000,2.1601813660232434,
26161403500,26161446200,2.159761303648254,
26161410600,26163503100,2.1561627493928417,
26125166000,26163570500,2.1553793214419,
26163561900,26163590401,2.1540101851873845,
26125167000,26163511900,2.151013430058889,
26125150500,26125196100,2.150262623547526,
26125121700,26125196300,2.146949889800712,
26161400700,26161400800,2.146913773428822,
26163505600,26163520200,2.1458352036424566,
26147643000,26163520800,2.144886527691082,
26099226400,26125141001,2.1431616366598667,
26099212000,26099222105,2.142458982493048,
26125190400,26125196800,2.1423948862541677,
26093730600,26161400100,2.142061493537597,
26093724001,26125124500,2.1410722456719533,
26163511900,26163552000,2.139892081142005,
26099255900,26163517200,2.1385764834375074,
26161402201,26161980600,2.1379999673908534,
26115831600,26163595100,2.137869324535167,
26163558301,26163983301,2.137562608910417,
26161426002,26163558301,2.1348065337095257,
26115832500,26161404600,2.1347845982829123,
26099251200,26099251800,2.134448883235778,
26125168700,26163506600,2.1319294358256355,
26125166000,26163551800,2.1280852750958994,
26163541200,26163983903,2.12759140484193,
26161414900,26163563300,2.1215708392886,
26099264200,26163551300,2.1194659862319503,
26125154100,26163571500,2.119197945378805,
26147628000,26147651200,2.1184779390876884,
26099262300,26125140800,2.117491981140425,
26161403600,26161411900,2.117338397488761,
26099221800,26163506400,2.116887040265339,
26125181200,26125196800,2.1163617597440494,
26099224001,26147655100,2.1157161020395723,
26125136700,26163591700,2.1114844845931917,
26099215000,26125150500,2.1101958574286974,
26161404600,26163532600,2.110004059240314,
26147622000,26147655100,2.10835084257088,
26093740300,26125168902,2.1061003191353835,
26099245400,26099263400,2.105198134703478,
26099250500,26163533900,2.104857291196911,
26163509100,26163983902,2.104602514833942,
26163505400,26163517500,2.1022282060226014,
26099227000,26147658100,2.100636940681475,
26099247301,26125198100,2.0976699480772125,
26125133101,26163562800,2.0976432866450083,
26163563300,26163564900,2.0970733845351424,
26161423400,26163533900,2.0945020576032527,
26161404600,26161980500,2.0923867031597503,
26099228100,26147646000,2.0904462164242665,
26099258700,26163579900,2.089424695771985,
26163557600,26163569300,2.0893411197026883,
26125167000,26125192700,2.088848989074538,
26161404600,26163517500,2.0882695788768566,
26161414700,26161445000,2.086933177816265,
26099254100,26161455000,2.085827539914252,
26093742202,26125133001,2.0855611082497183,
26161402201,26163594000,2.0835746522703213,
26125161600,26163553800,2.080318240334312,
26163524700,26163595100,2.076665283087873,
26125127300,26125136602,2.0766541484292587,
26125183500,26163543000,2.074359513957547,
26099240700,26099254500,2.074272023697938,
26163550200,26163985200,2.07315470015497,
26099263200,26125193700,2.0729257633375475,
26115831400,26163587900,2.0727361765898795,
26099263200,26125143500,2.072184409208582,
26161403500,26161453000,2.0716494648184427,
26163517200,26163558301,2.070476143338797,
26099245200,26099982300,2.0697811148531704,
26163532600,26163570900,2.0693929019638384,
26163520700,26163523300,2.0692476672211955,
26125168400,26161420000,2.068587059498417,
26125141400,26125142600,2.067597259093195,
26125160300,26161404500,2.067115323464786,
26125161600,26163510600,2.066027202219938,
26125166000,26125196000,2.0648482068244167,
26125168400,26163538500,2.063569167912603,
26161405400,26161410600,2.0627028029164345,
26163564800,26163585500,2.062062284498684,
26125122200,26125144400,2.060881864288661,
26163534300,26163983800,2.060372929428327,
26163556800,26163557901,2.060362852668544,
26099982300,26147649000,2.0598730411151625,
26161410600,26163504000,2.057315002085065,
26099231200,26125153100,2.057110588340167,
26093710300,26115832100,2.054082313173535,
26125167000,26147655600,2.052898463969484,
26163565800,26163567800,2.0528569079942063,
26125141500,26125150100,2.052220719217594,
26099223401,26099226101,2.0505356661800045,
26161416200,26163586201,2.050114262763151,
26125184000,26125184100,2.048762397401294,
26163536300,26163983902,2.044945979327539,
26125158000,26161980102,2.0447332222071104,
26161402201,26163520300,2.043247239359104,
26093744900,26161404600,2.040300231575289,
26099241000,26099263200,2.039815520039352,
26163557000,26163560400,2.0396360149130324,
26099268400,26125136601,2.038036099457444,
26125136102,26147620000,2.03750667254132,
26147634600,26147657200,2.036695217684904,
26163583200,26163586201,2.0359774245505973,
26125161500,26163570500,2.0340623745344324,
26125136300,26163560400,2.033874859032584,
26125139400,26125168602,2.0328548820954957,
26115831600,26163590401,2.0321856594015437,
26099226700,26147640600,2.032108083861868,
26147637200,26147651200,2.029425884093794,
26099215201,26125129000,2.027968786613761,
26125120000,26125120300,2.0278637209681887,
26115833300,26163566700,2.0274331295263144,
26125136300,26161984000,2.0261572143753384,
26099258700,26161410600,2.0231016562318107,
26161402201,26163553000,2.020997203099144,
26163509100,26163532600,2.020714975416096,
26163566900,26163588002,2.020481502399951,
26125142500,26125156200,2.020338623112573,
26125181100,26163985100,2.019645141211482,
26099224202,26099261400,2.018471789481125,
26163584200,26163587900,2.015245362202449,
26147646000,26163520800,2.014209885403779,
26099224001,26099254100,2.014186363902714,
26125153200,26161402201,2.013332375054369,
26161403500,26161413403,2.0132426003762727,
26115830802,26161400100,2.012491440692273,
26161455000,26163985400,2.011696396081158,
26125141500,26125168700,2.0113661582461027,
26125170400,26125188001,2.0106230720474025,
26115830802,26163561700,2.009533704175537,
26125160000,26125184200,2.009006491618939,
26163551400,26163551800,2.007654599575409,
26147636000,26163590401,2.0070038245223327,
26125128900,26125144400,2.006780129081368,
26125133102,26125192400,2.003814470438026,
26099228000,26147655100,2.000077582111598,
26163562500,26163587900,1.9999829854426137,
26125133102,26163564900,1.9998899070258425,
26163520700,26163546600,1.9992864074301615,
26125166600,26125171000,1.9978426887858256,
26125133002,26125139400,1.9976372040472117,
26125197702,26147625001,1.9973709219308424,
26099225200,26099225300,1.9972154781193736,
26099261900,26099262100,1.997183492541432,
26163515300,26163532600,1.996399546950935,
26163564600,26163565600,1.9959019841727463,
26125161000,26125162300,1.995667726262162,
26099221100,26125194100,1.9946532108416144,
26161406000,26163579900,1.9938634129242825,
26125142300,26161446400,1.993429741250532,
26125150600,26125184200,1.9927947361431029,
26099262700,26125162200,1.9917656784944189,
26163578600,26163580700,1.9902558300644375,
26099206700,26099250300,1.9861519595759844,
26125168700,26161412300,1.9853930409782692,
26161413401,26163586201,1.9847091777469363,
26125133102,26125152000,1.9841925119315469,
26161403400,26161446400,1.983606627233988,
26163532400,26163983800,1.981903532662492,
26125139201,26161400100,1.9817496302241893,
26099224001,26099241500,1.98092771799482,
26125130100,26125130300,1.9806107532776247,
26099263400,26163501600,1.9804851114575697,
26125197702,26147622000,1.9800137625043008,
26163562800,26163580900,1.9798262870866008,
26099231600,26125194200,1.9786599364127548,
26099255100,26099263200,1.9770788975882172,
26099245400,26125190800,1.975684015578256,
26099241700,26163520200,1.9753876717875607,
26115831400,26163533900,1.973602469313137,
26093730600,26125132700,1.973067816451676,
26125158000,26125192400,1.9727435678779524,
26163577000,26163580700,1.9726339254669427,
26125150500,26125193300,1.971846717056487,
26163510600,26163520300,1.9710668491011143,
26161405500,26163985400,1.9703063576757949,
26115830200,26161404600,1.9702069771281705,
26163565100,26163567900,1.9696991481053805,
26125161000,26163520300,1.968846464939131,
26147644000,26163517200,1.968694096020998,
26125127700,26125160000,1.9644766425084133,
26125196500,26161404500,1.9639065311999275,
26125145900,26125190800,1.9629066047467745,
26125161000,26163556900,1.9615051900155012,
26163559200,26163562800,1.9614088305387023,
26163526500,26163985400,1.9612498619638408,
26099263200,26163513300,1.9609653383588053,
26125132100,26163561200,1.9598107998341343,
26163517500,26163569600,1.9596314265088703,
26093741601,26161403600,1.9585036084680545,
26099258200,26125981300,1.958254378811884,
26125139400,26161405200,1.9580426955831047,
26093724002,26093742900,1.9573339773979224,
26099224202,26099262400,1.9558987084190027,
26125137101,26147630100,1.9554491064659991,
26099255200,26099262400,1.9552749336515003,
26125150600,26125170200,1.955125553395611,
26161403800,26161984000,1.954963256075805,
26163573800,26163591700,1.9548093736683367,
26163561600,26163564503,1.954562971367248,
26125152700,26163556500,1.9543387375110324,
26093741100,26161447000,1.953993146686941,
26161405300,26161455000,1.9537738925967387,
26125134500,26163518900,1.9527449647527104,
26125157500,26125157800,1.9521184885074647,
26163582100,26163586201,1.95208404483771,
26161413401,26163565100,1.951792936908968,
26161420200,26163590401,1.9503961328851385,
26099215201,26125142700,1.9500052861274668,
26115830801,26161400100,1.9497597687196435,
26125127500,26125173400,1.949307123005137,
26163517200,26163525800,1.949185529998568,
26099228000,26099262800,1.9491394887776807,
26163535100,26163579900,1.948834059080268,
26099224001,26163509100,1.948228116909798,
26161402100,26161405500,1.947579883682753,
26163550100,26163550500,1.946103928707006,
26163583200,26163591800,1.9460733311800031,
26099982300,26147634600,1.9456729272559292,
26163509100,26163517300,1.9453545942173285,
26125181600,26125194200,1.9443704134884248,
26099223402,26125190200,1.944357768044514,
26115830801,26161432000,1.944323445959016,
26147623000,26147634100,1.9442136730450896,
26099263500,26163551100,1.9435421368765664,
26099258600,26163521400,1.943328997337216,
26099982300,26163503200,1.943289767060424,
26163582100,26163982400,1.943270323054512,
26099216000,26099225900,1.9429672705683787,
26125162100,26125168601,1.94238583324128,
26099260800,26125196700,1.940595169620704,
26115831700,26163587900,1.9399057858856676,
26099268100,26125184100,1.939811388819926,
26093724001,26161446200,1.9389298176193768,
26161423600,26163558301,1.9373451647932896,
26163580300,26163580500,1.9371934891666096,
26125166000,26163574000,1.936265638085385,
26161410200,26163588400,1.935083819736116,
26125150100,26163561200,1.9344234584661504,
26115832800,26147625001,1.934148073396112,
26093711000,26093744600,1.9335077752598755,
26147658100,26163520200,1.9334252771809024,
26125141002,26125152000,1.9330982780816317,
26125138302,26163573300,1.9328469809415791,
26147645000,26147647000,1.9327544842905824,
26125192000,26125193700,1.9308226499789356,
26125181600,26125192200,1.930102998689115,
26163552000,26163983903,1.9300276408463963,
26115830700,26163985400,1.9295090224212552,
26099217000,26125981400,1.9294436851344556,
26125196000,26163562800,1.929399080803444,
26163516500,26163580900,1.9293625488383703,
26115833300,26125981500,1.9291125526024837,
26163558301,26163573701,1.9274739478430647,
26125168700,26125190400,1.925748466642517,
26099241400,26099263200,1.925089446883935,
26099245400,26125140600,1.924965080815044,
26125126400,26161980102,1.923617550103105,
26161410300,26163585800,1.9230921649974055,
26099254100,26161404600,1.9230087662208135,
26093730600,26161456000,1.922839017805117,
26125138600,26163564503,1.9213002031809967,
26125138600,26125192500,1.9200089031039784,
26125127300,26125191200,1.9194470299824948,
26099223802,26163551300,1.9192104376185908,
26163526400,26163574000,1.9170981448471431,
26125142300,26163561200,1.9169321789113232,
26125137400,26161410200,1.9159191532132809,
26099215500,26099263200,1.9155588493645863,
26099268200,26147637200,1.9153969558356208,
26161407400,26163588102,1.9130028929532643,
26125168901,26125981500,1.9127606324329929,
26093724001,26093743400,1.9126850199841368,
26099982002,26125142400,1.9125620344796863,
26099215202,26125167400,1.911504102157163,
26125136500,26125140101,1.9100600252534907,
26163520200,26163546100,1.909062950949179,
26125144400,26125150300,1.9088083291645577,
26099222103,26163561700,1.908147943170376,
26099225600,26099263200,1.9079597018628576,
26099220002,26099241900,1.907735831372704,
26099240000,26163595100,1.9076464036833285,
26099245300,26125197300,1.907575397404457,
26099263200,26125171500,1.9073091005431837,
26099255100,26125196800,1.9072136081466304,
26161407000,26163586201,1.9067737150434405,
26125136101,26163561600,1.9066193421798567,
26125168901,26161980102,1.90646974242748,
26125153200,26163550500,1.906338248270826,
26147635000,26147645000,1.906098151992188,
26125127500,26125193300,1.9052776341944733,
26099222103,26147657200,1.903969284595181,
26099226700,26125192400,1.9030955356867327,
26161413200,26163590401,1.9026801588145343,
26093742403,26161446400,1.9025688716018003,
26125140800,26125171600,1.9013644770769909,
26163517200,26163552000,1.9008272007339104,
26125168400,26163551300,1.9001142330238057,
26099240000,26125120300,1.8996829080361624,
26125197400,26161402201,1.8993849975325183,
26163591900,26163599100,1.8974999830916133,
26099268100,26125141600,1.8971960893985944,
26125134900,26163983903,1.8963936517440625,
26115830100,26163520800,1.894920784902825,
26115831500,26163590401,1.8948550829837216,
26099222105,26163551100,1.8940439216234064,
26163530200,26163985700,1.8939219795567503,
26161410400,26163585500,1.892881860495529,
26125124500,26125160300,1.8923061672357755,
26125168700,26163591900,1.8922827157302389,
26163505700,26163552100,1.8914386564104937,
26125136300,26163557300,1.8897524503223109,
26125159000,26125161000,1.8893402626462352,
26099263500,26125160500,1.889217165263406,
26115830200,26163520800,1.8889341819120309,
26099226700,26147620000,1.888031406891405,
26099254100,26161402201,1.8878537962267368,
26125171000,26125181300,1.8864921572130884,
26099982300,26163986600,1.8862331826958247,
26115831202,26163517200,1.8861508477226157,
26099222800,26099263200,1.8859813461847217,
26161415800,26161444000,1.884545263130476,
26161405300,26161414700,1.8834725448222085,
26125130600,26125981600,1.8832847565623192,
26099256700,26099263200,1.8832337815479516,
26125127600,26125128900,1.8828970367960944,
26125175100,26163985700,1.8826573877379835,
26099240801,26099255400,1.8820473127747128,
26099230700,26099245300,1.88140606658518,
26099224001,26099232000,1.881271487099064,
26125153100,26163556300,1.8812395991886248,
26163524700,26163983902,1.8811455310706229,
26099225600,26125192700,1.8811106226753669,
26099982300,26163538500,1.8809394098378056,
26163556900,26163561200,1.8796822635984332,
26099226700,26163510600,1.8791543934882464,
26161423600,26161980200,1.8784411990632448,
26163517500,26163532600,1.878137138588858,
26115831600,26163585800,1.8773637036277624,
26163584300,26163585500,1.8769068422957025,
26093710300,26125134500,1.8755220054756856,
26093741100,26125124500,1.874732270592684,
26163568700,26163584400,1.8746747010081144,
26125160300,26125196000,1.874010473783123,
26161980101,26161980102,1.8733915565694703,
26099224002,26099247100,1.8732455215894184,
26125141001,26125142200,1.8727609466006772,
26163556400,26163561200,1.8723037092170844,
26099221100,26125181300,1.871709531489976,
26115832300,26163985400,1.871342873234257,
26125160900,26161405300,1.8711005393676965,
26125183500,26163501900,1.8708629118195423,
26125127000,26125130100,1.870053829939606,
26163550400,26163552801,1.8692683037438795,
26125121800,26125192400,1.868921169060605,
26163524700,26163579200,1.868557063306838,
26125184000,26163983800,1.868313938548232,
26125133102,26125142700,1.86760509384397,
26099260400,26163505600,1.86758193899535,
26115831600,26163599100,1.8672306837131192,
26163517200,26163526100,1.867085706277204,
26099230800,26125181300,1.8669611849688177,
26161984000,26163564502,1.866876326197488,
26125138600,26161405600,1.8666157756497483,
26093740300,26125166600,1.8658623736249929,
26093722300,26163579900,1.8656769565455045,
26093712601,26125139400,1.8651878294176047,
26099215201,26099242001,1.8647331468712531,
26099245400,26125194300,1.8637168211520376,
26163550300,26163550700,1.8636972539691563,
26163532600,26163552300,1.863471284205835,
26161980500,26163560300,1.8633583391575008,
26099263200,26163561600,1.8629223156196013,
26099225200,26099245200,1.8626985511640968,
26163574100,26163981800,1.8624673354890124,
26099218002,26099263200,1.8620019932486729,
26099250300,26163553000,1.8585288687371488,
26161410200,26163561700,1.8583420280942844,
26125138600,26125194300,1.8577128501025408,
26125156500,26125168800,1.8572714283609668,
26161413000,26163520700,1.8568153752907344,
26093710100,26125981500,1.85646059095778,
26099227300,26147637200,1.8558146068771135,
26099982002,26163502600,1.855493663164585,
26125191200,26125194500,1.855482920244103,
26099231900,26125184000,1.855258005277665,
26163506300,26163509100,1.85508086103294,
26125154500,26147632000,1.8550323889428364,
26125136601,26125196000,1.854277880200401,
26125161200,26163591800,1.853656425392694,
26125142700,26125166000,1.8531399829108888,
26093725000,26125126500,1.852920635722304,
26093744800,26161414900,1.8521472609453729,
26163520200,26163540600,1.852050749119545,
26125132500,26125167300,1.8520492287903416,
26115831100,26115833500,1.8519788743656247,
26147652600,26147658500,1.8519589151722544,
26125162200,26125193000,1.8517373981868583,
26099214500,26099215201,1.851060839198784,
26125127700,26125150200,1.8505041042943,
26125166900,26147636000,1.8492259577809111,
26163545200,26163983800,1.8490468059541976,
26099268400,26125193400,1.84834562859166,
26161414300,26163564402,1.847399161512992,
26099982300,26163506900,1.847014351749085,
26163527900,26163985700,1.8459025405002425,
26125134300,26125144500,1.84570992228343,
26099225200,26099241800,1.845063274792781,
26163579100,26163983902,1.8449527758052653,
26099256000,26163505700,1.8445780515589172,
26163534800,26163983800,1.8441111085465705,
26163518900,26163552801,1.8436162126720383,
26093743900,26161461000,1.8430585874423104,
26163564504,26163582000,1.8428796320578928,
26163579900,26163584300,1.8425031336631068,
26099263200,26163532400,1.8419602684177183,
26125140101,26125167400,1.8403192413026632,
26093722500,26093733603,1.839839339962425,
26125160900,26125194100,1.8398351077236528,
26125157500,26161980102,1.8398188407779767,
26125192400,26161402201,1.839196021878988,
26115831900,26163589300,1.8378800658038488,
26093742700,26125181400,1.8377802918286303,
26163576400,26163576500,1.8377159871207835,
26125122400,26125150200,1.837397551001808,
26099215202,26125136101,1.837290673791245,
26099211000,26147633100,1.837128677246232,
26163520200,26163579100,1.836880814996352,
26125138600,26125144301,1.836859561728932,
26161400100,26163561301,1.8347313243290069,
26099230901,26099231000,1.834300017449024,
26147658100,26163523100,1.8337974869014744,
26093742202,26163564402,1.8335174159456396,
26125150700,26125181001,1.833002228376842,
26161413000,26163533900,1.832365670229511,
26163573100,26163983700,1.831330684360472,
26125136500,26163568200,1.8312970344970352,
26163561200,26163562600,1.831134770925187,
26163584000,26163599001,1.8308074550247837,
26125162200,26163552300,1.830473820582761,
26161402300,26161403300,1.8298972201495325,
26099263200,26163564401,1.8296894028464157,
26093725000,26161407000,1.8296068668233143,
26099225600,26125128900,1.8295833633842784,
26163500700,26163985700,1.829506759117591,
26125133101,26125142200,1.829408123495677,
26125127700,26125128300,1.8286761201731927,
26125139202,26125166000,1.8283731942095456,
26125153100,26125183300,1.828319299314685,
26125134800,26161431000,1.8280476988969292,
26125188001,26125981200,1.826479844924324,
26125184600,26125191000,1.8255902814290053,
26125196500,26147627000,1.825434985906234,
26099224001,26125194000,1.8254309925965384,
26099206700,26099241000,1.8252988263168943,
26093740200,26163563900,1.8251714475345275,
26147636000,26163591700,1.8246742616505187,
26125139400,26125196700,1.8246100644480323,
26099240700,26147652600,1.8242158454993984,
26147651600,26163517300,1.8234775777522976,
26099262100,26125160300,1.823108141141389,
26125168700,26163538900,1.821974996494282,
26115831300,26163576400,1.8210973188088355,
26093713100,26093720100,1.819828073961263,
26099241900,26147649000,1.8193191572232128,
26125121500,26125136602,1.81916908450202,
26125133102,26125171500,1.817733151917228,
26099221100,26125120300,1.8174056317058795,
26163564402,26163574000,1.8161893213896945,
26125136602,26125167400,1.816064867559524,
26125130700,26125135200,1.816037953449508,
26161402201,26163535300,1.8158488401841133,
26163556400,26163557901,1.8154698937711444,
26125138302,26163526000,1.8143113952004573,
26125161600,26163523300,1.8130768494576204,
26163517500,26163569400,1.812183511336295,
26163572600,26163588400,1.812169891019213,
26163546201,26163981800,1.8114394555838929,
26125196500,26147631600,1.8112275415065748,
26125157600,26161980102,1.8106652118636744,
26161414900,26161432000,1.8104972052071504,
26125128900,26125194600,1.8101614489394384,
26093744800,26161453000,1.810096786087203,
26163579100,26163581600,1.8096958048318492,
26093741100,26161455000,1.8093451451821567,
26093743900,26161410200,1.8085542671073689,
26093721100,26093725101,1.808435348784424,
26093724003,26161446400,1.8083244015335544,
26099206700,26125144301,1.807718274067869,
26163560400,26163566500,1.807678265988926,
26161455000,26163589402,1.8072286162651776,
26125132100,26161465002,1.80717434733299,
26125120300,26125121700,1.8070192519973047,
26125121700,26125127500,1.8069403079924569,
26163572600,26163575200,1.8068378597078525,
26161980102,26163589401,1.806266306687256,
26099226400,26147651100,1.8052400037167244,
26125129000,26125190700,1.8047855927632224,
26099222105,26099250300,1.804680014105604,
26161406000,26161413403,1.804320386341755,
26099263200,26163562800,1.8041757986354483,
26147646000,26163517200,1.803203353943676,
26163566700,26163590401,1.8027891665717923,
26115833300,26163585800,1.802746553825477,
26099231400,26125194200,1.8027393705754544,
26125166500,26125171000,1.8023033393112724,
26125193000,26125194500,1.8022192904143184,
26161405400,26161411700,1.8021232970026115,
26125161000,26125197701,1.801579357228799,
26099241900,26147641000,1.8013190454806334,
26125134700,26125981400,1.8012341170520827,
26163557700,26163586300,1.8008882140147346,
26125150100,26125173100,1.8008587519632182,
26161446400,26163558301,1.8007638277868434,
26163520800,26163984200,1.8005611325072397,
26163594000,26163596200,1.8002583186495404,
26099243502,26099255400,1.800111747079891,
26099231800,26099245100,1.7994217477318082,
26125141600,26125161200,1.7990892581189335,
26161404500,26161412000,1.7990303479533407,
26163577300,26163594500,1.7986128219188593,
26099226400,26125194600,1.798387268176271,
26125161800,26163585800,1.7980343782377903,
26099215202,26099222105,1.7978340728314288,
26125134300,26163983400,1.797672131259496,
26163564700,26163567100,1.7975619826347966,
26125171600,26125175100,1.797295643202836,
26099260700,26115831202,1.7962594712686288,
26125196500,26163544200,1.7959925496296918,
26125131800,26125136800,1.79580614316139,
26125168700,26161431000,1.7956901555525673,
26163545800,26163981901,1.7954488373532953,
26099218002,26099982300,1.7951812945475871,
26163555600,26163981902,1.7947024088677304,
26099226700,26163552400,1.79458380361416,
26125128600,26125139400,1.7939786900237225,
26099220003,26099242003,1.793514208497469,
26099233000,26125981300,1.793231452451956,
26161400100,26161423400,1.793132585917674,
26163543300,26163574000,1.7926645496895874,
26099231200,26099231400,1.791147275290234,
26099224600,26099242500,1.790528529208159,
26125137102,26161415400,1.7903659279435369,
26099230602,26099231700,1.790231504453932,
26161416200,26161432000,1.7898875886999313,
26125129000,26163517200,1.7898853602039482,
26163563600,26163588300,1.7898759744117383,
26099231000,26099980000,1.7892261930281488,
26099233000,26099241800,1.7891368878559728,
26161404500,26163561600,1.788991147451136,
26115830802,26115832800,1.7886366868057035,
26099215500,26125121500,1.7885296739567034,
26161412000,26163582000,1.78833561992352,
26163572100,26163588400,1.7880568653062163,
26125166000,26125184400,1.787946437274964,
26161402201,26163520800,1.7877758227323612,
26125125600,26161402201,1.787317617482708,
