geoid,lat,lon
26125145100,42.6398869,-83.3933666
26125145200,42.6208946,-83.370672
26125145300,42.6284223,-83.3686341
26125145400,42.6340835,-83.3442535
26125145501,42.6274871,-83.4341348
26125145502,42.6283973,-83.4103017
26125145600,42.6558897,-83.4193575
26125145700,42.6589827,-83.3501478
26125145900,42.6464801,-83.3367314
26125150000,42.6124342,-83.2285598
26125150100,42.6070036,-83.2924633
26125150200,42.5944207,-83.2891267
26125150300,42.5888735,-83.273087
26125150400,42.5982376,-83.2240463
26125150500,42.5740222,-83.21591
26125150600,42.5761287,-83.3006524
26125150700,42.548676,-83.3130398
26125150800,42.5476609,-83.293887
26125150900,42.5480953,-83.2699529
26125151000,42.546611,-83.25344
26125152000,42.581359,-83.2464183
26125152600,42.5513902,-83.2289202
26125152700,42.538418,-83.2355032
26125152900,42.5399449,-83.1983047
26125153000,42.5512266,-83.1935972
26125153100,42.5529872,-83.209251
26125153200,42.5420642,-83.2162618
26125153300,42.5350919,-83.2135262
26125154000,42.6167644,-83.3334648
26125154100,42.601805,-83.430959
26125154200,42.6082725,-83.3457522
26125154500,42.5893597,-83.3713089
26125154600,42.6091679,-83.3757814
26125156000,42.5877763,-83.3431895
26125156100,42.5989068,-83.4125706
26125156200,42.5782408,-83.4314235
26125156300,42.5776667,-83.33928
26125156400,42.5641373,-83.3413315
26125156500,42.5632323,-83.3856643
26125156900,42.5359525,-83.3505869
26125157000,42.5416022,-83.3315311
26125157100,42.5504371,-83.3512884
26125157200,42.554741,-83.4267337
26125157300,42.5337058,-83.42858
26125157400,42.534259,-83.4094272
26125157500,42.5465674,-83.4108556
26125157600,42.5498292,-83.3892918
26125157700,42.5348495,-83.3898235
26125157800,42.5353983,-83.3702037
26125157900,42.5494821,-83.3698499
26125158000,42.519849,-83.2577736
26125158100,42.5210275,-83.2319318
26125158200,42.5244586,-83.2138168
26125159000,42.5184297,-83.295269
26125160000,42.4920759,-83.2272835
26125160300,42.4890495,-83.299502
26125160400,42.4970022,-83.3110762
26125160500,42.5100034,-83.2131844
26125160600,42.5095056,-83.2325943
26125160700,42.5055654,-83.2519044
26125160800,42.4970346,-83.2726816
26125160900,42.5021625,-83.297188
26125161000,42.4770128,-83.3020307
26125161100,42.4800437,-83.273977
26125161200,42.4949018,-83.2504719
26125161300,42.4955267,-83.2099852
26125161400,42.4804255,-83.2107501
26125161500,42.4792284,-83.2327699
26125161600,42.4799776,-83.2509277
26125161700,42.4641686,-83.2986689
26125161800,42.4577486,-83.2694997
26125161900,42.4646248,-83.2454245
26125162000,42.4686856,-83.2198164
26125162100,42.4622462,-83.2097336
26125162200,42.4538002,-83.2075461
26125162300,42.4506881,-83.2252526
26125162400,42.4509058,-83.2496439
26125162500,42.4497334,-83.2977685
26125165000,42.4642468,-83.3646553
26125165100,42.4563715,-83.3748068
26125165200,42.4653628,-83.4005648
26125166000,42.5216365,-83.3425142
26125166100,42.5208083,-83.3695526
26125166200,42.5202384,-83.3891301
26125166400,42.5056756,-83.3847425
26125166500,42.5062182,-83.3687729
26125166600,42.5045914,-83.3487952
26125166700,42.5026878,-83.3293223
26125166800,42.4809004,-83.3286105
26125166900,42.482847,-83.3482854
26125167000,42.4841421,-83.3779427
26125167300,42.4473767,-83.3524255
26125167400,42.4513478,-83.3307759
26125167500,42.4639488,-83.3356359
26125167800,42.5197332,-83.4278057
26125167900,42.5197021,-83.4086544
26125168100,42.505073,-83.4078728
26125168400,42.4577031,-83.4253696
26125168500,42.4582099,-83.4009842
26125168601,42.44696,-83.4069185
26125168602,42.4466988,-83.3901312
26125168700,42.4935956,-83.4259556
26125168800,42.486975,-83.407543
26125168901,42.4725899,-83.4014839
26125168902,42.4723135,-83.411209
26125170000,42.5027899,-83.1787589
26125170100,42.5066451,-83.19581
26125170200,42.4994182,-83.1933289
26125170300,42.4922046,-83.1930616
26125170400,42.4925002,-83.17265
26125171000,42.4818753,-83.1914534
26125171100,42.4702248,-83.1640876
26125171200,42.4631597,-83.1631375
26125171300,42.4670712,-83.1773339
26125171400,42.4668124,-83.1918645
26125171500,42.4523356,-83.1911457
26125171600,42.4564815,-83.1757305
26125172400,42.477729,-83.1992962
26125172500,42.4498142,-83.162399
26125173000,42.4685327,-83.1218605
26125173100,42.4647318,-83.1329742
26125173200,42.4638708,-83.1454265
26125173300,42.4542855,-83.151574
26125173400,42.4528087,-83.1383288
26125173500,42.4540818,-83.1255271
26125173600,42.4545243,-83.115929
26125175000,42.4725002,-83.0992022
26125175100,42.4651785,-83.0977591
26125175200,42.4552571,-83.0910674
26125175300,42.4532168,-83.1031707
26125180000,42.5442645,-83.1565722
26125180100,42.5368199,-83.1563228
26125180200,42.5353488,-83.1379504
26125180300,42.5298278,-83.156028
26125181001,42.5251729,-83.1042059
26125181100,42.5187474,-83.1205161
26125181200,42.5124671,-83.1006914
26125181300,42.497901,-83.0953814
26125181400,42.4976894,-83.1111112
26125181500,42.4840563,-83.1092681
26125181600,42.4835271,-83.0949405
26125183000,42.5332887,-83.1745951
26125183100,42.525653,-83.134123
26125183200,42.5224703,-83.1596318
26125183300,42.5252858,-83.1851352
26125183400,42.5234349,-83.197763
26125183500,42.5138182,-83.1928879
26125183600,42.5110548,-83.1724254
26125183700,42.5120384,-83.1555611
26125183800,42.5118825,-83.135265
26125183900,42.5012869,-83.1310991
26125184000,42.5007647,-83.1572384
26125184100,42.4937575,-83.1531474
26125184200,42.4940389,-83.1346134
26125184300,42.4903482,-83.1199575
26125184400,42.4866743,-83.1339283
26125184500,42.4837045,-83.1492523
26125184600,42.4793604,-83.1341132
26125184700,42.4793787,-83.1178993
26125187000,42.471516,-83.1445
26125188001,42.4843334,-83.1634837
26125188100,42.4815875,-83.1780662
26125190200,42.7518271,-83.1141748
26125190400,42.7745639,-83.1712275
26125190500,42.7278319,-83.1470119
26125190700,42.7392769,-83.1935052
26125190800,42.7172994,-83.1834354
26125191000,42.6780188,-83.1410547
26125191100,42.6872404,-83.1413648
26125191200,42.684673,-83.1207483
26125191300,42.6918968,-83.1015781
26125192000,42.7020192,-83.1314322
26125192200,42.7024695,-83.1754527
26125192400,42.6875421,-83.1744217
26125192500,42.7019288,-83.2041966
26125192700,42.6872434,-83.2033665
26125193000,42.6745908,-83.1812853
26125193100,42.6734832,-83.1591342
26125193300,42.661654,-83.1421284
26125193400,42.6637805,-83.1229873
26125193500,42.6647425,-83.1071936
26125193600,42.6452335,-83.1024664
26125193700,42.6325723,-83.104117
26125194000,42.6445799,-83.1221188
26125194100,42.6423381,-83.1409187
26125194200,42.6551248,-83.1637914
26125194300,42.6531117,-83.1905441
26125194400,42.628032,-83.1899474
26125194500,42.6394859,-83.1910217
26125194600,42.6316133,-83.1552358
26125196000,42.6118567,-83.1031469
26125196100,42.6096635,-83.1141508
26125196200,42.6091869,-83.1388474
26125196300,42.6086071,-83.1585727
26125196400,42.6133963,-83.1875657
26125196500,42.5977157,-83.1855315
26125196600,42.5831928,-83.1977616
26125196700,42.5684569,-83.1970837
26125196800,42.5760521,-83.1778475
26125196900,42.5766706,-83.1581672
26125197000,42.577234,-83.1383734
26125197100,42.5851088,-83.1188947
26125197200,42.570475,-83.1183381
26125197300,42.556459,-83.0981596
26125197400,42.5480782,-83.1218856
26125197500,42.555801,-83.1386918
26125197600,42.5550941,-83.1570878
26125197701,42.5577833,-83.186601
26125197702,42.5468823,-83.1777659
26125197900,42.5854834,-83.0993917
26125198000,42.5709161,-83.0988086
26125198100,42.5418067,-83.0975162
26125981000,42.6386986,-83.5537189
26125981100,42.4771536,-83.1588506
26125981200,42.5304472,-83.0961291
26125981300,42.6688865,-83.2070276
26125981400,42.701757,-83.2609759
26125981500,42.6547942,-83.2313316
26125981600,42.6646831,-83.4215804
26147620000,42.9510308,-82.4466892
26147621000,42.9638885,-82.4365427
26147622000,42.9719993,-82.443125
26147623000,42.9794969,-82.4474216
26147624000,42.9721753,-82.4253007
26147625001,42.9808102,-82.424954
26147626001,42.993871,-82.4326317
26147627000,43.0017519,-82.4495181
26147628000,43.0073205,-82.426071
26147629000,43.0324802,-82.4393888
26147630100,43.0464353,-82.4852383
26147630400,43.0192834,-82.4875187
26147631100,43.0708248,-82.4909017
26147631600,43.0481345,-82.450566
26147632000,43.1219214,-82.5048106
26147633100,43.021453,-82.5484332
26147633200,43.0400773,-82.5860985
26147634100,42.9454241,-82.5922024
26147634600,42.9506585,-82.5250132
26147635000,42.9965741,-82.4860712
26147636000,42.9581033,-82.4719081
26147637100,42.9267909,-82.4830606
26147637200,42.9111722,-82.4822997
26147637300,42.8943287,-82.4782177
26147640100,42.8564823,-82.4825828
26147640200,42.8484075,-82.5434416
26147640600,42.8747275,-82.588053
26147641000,42.7722791,-82.5619961
26147642000,42.8265297,-82.4924331
26147643000,42.76377,-82.4881221
26147644000,42.7142971,-82.5027902
26147645000,42.693034,-82.5605429
26147646000,42.6493366,-82.5685014
26147647000,42.6307074,-82.6475428
26147648000,42.5866265,-82.651606
26147649000,42.6207139,-82.5321114
26147650100,42.7043848,-82.6588518
26147650200,42.6879982,-82.6771846
26147651100,42.7572099,-82.6594102
26147651200,42.7839004,-82.7040946
26147651600,42.8593322,-82.6831107
26147652100,43.0320446,-82.6939557
26147652600,42.9442888,-82.6940405
26147655100,43.118517,-82.8811776
26147655600,43.1167703,-82.6497383
26147657100,43.0038891,-82.9222799
26147657200,42.9814716,-82.9236524
26147658100,43.0233961,-82.8024042
26147658500,42.9372573,-82.8095358
26147989000,42.9869184,-82.4383765
26161400100,42.2801315,-83.7465573
26161400300,42.2731987,-83.7300114
26161400400,42.2648225,-83.7310921
26161400500,42.2708449,-83.7420285
26161400600,42.2714864,-83.752523
26161400700,42.2855642,-83.7504363
26161400800,42.2844399,-83.7391763
26161402100,42.293624,-83.7376742
26161402201,42.2943602,-83.7249171
26161402300,42.2824936,-83.688832
26161402500,42.2958418,-83.6883537
26161402601,42.2965375,-83.7005269
26161402700,42.3126731,-83.6968175
26161403100,42.3078313,-83.7675782
26161403200,42.2940026,-83.7610399
26161403300,42.284329,-83.7893781
26161403400,42.2871059,-83.7708688
26161403500,42.2793566,-83.7714778
26161403600,42.3120965,-83.7147316
26161403800,42.3117286,-83.7307865
26161404100,42.2707771,-83.7653925
26161404200,42.2637476,-83.7818013
26161404300,42.2610658,-83.7660925
26161404400,42.2545335,-83.7646267
26161404500,42.2488693,-83.7474865
26161404600,42.248075,-83.7309459
26161405100,42.2391841,-83.7083044
26161405200,42.253098,-83.7129045
26161405300,42.2652943,-83.699529
26161405400,42.2506926,-83.6923268
26161405500,42.2372298,-83.691787
26161405600,42.233353,-83.7210303
26161406000,42.3276344,-83.6964436
26161407000,42.306871,-83.6100857
26161407400,42.2687853,-83.5659158
26161407600,42.2700183,-83.5938966
26161410100,42.2554573,-83.6590228
26161410200,42.2555167,-83.6452961
26161410300,42.2423621,-83.6280856
26161410400,42.2401998,-83.6510738
26161410500,42.2308354,-83.6436788
26161410600,42.2318159,-83.6219637
26161410700,42.2368796,-83.6152226
26161410800,42.2382219,-83.6028906
